RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT,RCP_IMG_URL
7038205,흑돼지 순살 감자탕 밀키트 ,감자탕밀키트,laurenrr,뿡씨스터즈,42,0,10,끓이기,초스피드,돼지고기,국/탕,흑돼지 순살과 감자  국내산 시래기가 듬뿍 캠핑요리로도 간단저녁식사로도 너무 좋은 감자탕 밀키트 제품 소개해 드릴게요,"[감자탕 재료] 감자탕1봉지, 양파1/3개, 청양고추1개",1.0,아무나,10.0,20241109224448,https://recipe1.ezmember.co.kr/cache/recipe/2024/11/09/e4c686951484f06808cf92445f03ff981.jpg
7036308,[바지락해감] 바지락 세척 및 해감,바지락해감,93451839,싱글의한끼,138,0,1,기타,기타,해물류,기타,신선한 바지락을 구입했다면 맛있는 요리를 위해 반드시 충분한 시간 해감해 주세요 :) 30초 동영상에 세척 및 해감 노하우가 담겨있으니 시청 강추!,"[재료] 바지락, 소금",6.0,아무나,120.0,20241012135812,https://recipe1.ezmember.co.kr/cache/recipe/2024/10/12/7f9eece8e2f633a86f4be973ec8762881.jpg
7029481,제철감자 요리 계란감자 샌드위치 만드는 법,계란감자샌드위치,69711080,오늘반찬,1503,0,5,삶기,도시락,달걀/유제품,빵,햇감자가 한창 맛있을 시기에요. 감자와 계란 넣어 부드럽고 고소한 계란감자샌드위치입니다. 계란감자샌드위치는 남녀노소 모두가 좋아하는 샌드위치죠. 양파와 오이  당근  햄  맛살을 넣어 이쁜 색감과 맛을 더했어요. 간단한 아침식사로나 도시락으로도 너무 좋은 샌드위치 레시피입니다.,"[재료] 감자2개, 계란8개, 햄1캔(110g), 맛살4줄, 당근1/3개, 오이1.5개, 양파1/2개 [양념] 마요네즈8T, 머스타드2T, 소금1t, 후추3꼬집",6.0,아무나,30.0,20240701110746,https://recipe1.ezmember.co.kr/cache/recipe/2024/07/01/7cafd553678703ba37df2ee92c4cda0c1.jpg
7040223,어남선생 초간단 액젓 볶음밥/멸치액젓새우 볶음밥,멸치액젓새우볶음밥,dal031,잔근육,65,0,2,볶음,초스피드,쌀,밥/죽/떡,주말 아침 간단하게 멸치액젓새우 볶음밥을 만들었어요.멸치액젓이 주는 깊은 맛과 밥알 사이사이 씹 히는 탱글탱글한 새우의 식감이 다른 반찬 필요없이 한 그릇 순삭 입니다.,"[재료] 냉동새우10마리, 다진마늘1/2T, 대파1/2대, 데우지않은 햇반2개(200g), 달걀3개, 식용유, 설탕2T, 멸치액젓2T, 소금, 통깨, 참기름",2.0,초급,15.0,20241209135442,https://recipe1.ezmember.co.kr/cache/recipe/2024/12/09/54349609987c6130ea4b73be03568c481.jpg
7038925,광어 생선구이 만들기,광어생선구이,91722919,나유,40,0,1,튀김,일상,해물류,메인반찬,겨울철이 다가오면 광어에 살이 올라 기름지며 참 맛있죠~ 맛있는 광어로 생선 구이를 만들어 고소함 두 배로 맛을 느껴 보아요,"[재료] 광어1마리, 소금0.5T, 부침가루2T, 식용류5T",4.0,아무나,30.0,20241119213007,https://recipe1.ezmember.co.kr/cache/recipe/2024/11/19/e3c49b2194b55d425778394e1448b52e1.jpg
7033691,매생이 굴떡국 끓이는법,매생이굴떡국,ranch6356,반이짝이,584,0,1,끓이기,명절,해물류,국/탕,보드라운 매생이를 넣고 향긋하면서도 굴이 들어가 시원한 감칠맛의 굴떡국을 준비했어요 :),"[재료] 굴200g, 매생이120g, 떡국떡300g, 달걀1개(지단용), 멸치다시마 육수800ml, 국간장1/2큰술, 참치액2/3큰술, 다진마늘1작은술, 소금약간, 참기름약간",2.0,초급,30.0,20240902223618,https://recipe1.ezmember.co.kr/cache/recipe/2024/09/02/23b9f8531b860f06eeea5848da2f78011.png
7037021,메이플 크림라떼 만들기,메이플크림라떼,hyuni525,효니,2536,0,2,기타,일상,달걀/유제품,차/음료/술,집에 있는 초코그래놀라와 같이 곁들였을때 더 맛있는 메이플 크림라떼 레시피 소개할게요,"[크림베이스재료] 동물성 휘핑크림60g, 설탕7g [메이플라떼 재료] 얼음적당량, 우유110ml, 메이플시럽10g, 에스프레소2샷 [토핑재료] 그래놀라적당량(초코)",1.0,아무나,10.0,20241024151947,https://recipe1.ezmember.co.kr/cache/recipe/2024/10/24/d95ecf92c962dcea26312512b43157041.jpg
7019132,버섯발사믹샌드위치,버섯발사믹샌드위치,59657400,아 뭐 다있대,555,0,9,볶음,초스피드,채소류,양식,발사믹으로 버섯구이해먹으려고 새송이를 사놨는데 샌드위치를 만들어먹어봤습니다. 고급진 불고기 상위호환버전. 진짜 맛있고 재료도 간단하니 꼭 해보세요,"[재료] 빵2쪽, 양파1/2개, 새송이버섯2개, 슬라이스 치즈1장, 토마토1/2개, 올리브유3스푼, 소금1t, 후추1t, 파슬리1t [양념] 진간장1스푼, 발사믹식초3스푼",1.0,아무나,15.0,20240202131207,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/02/8528311e4ab52afc4f9a1e7144f501f61.jpg
7039303,바게트 곁들인 샐러드볼,샐러드볼,laurenrr,뿡씨스터즈,35,0,11,기타,일상,채소류,샐러드,건강하고 맛있는 가볍고 산뜻한 바삭하게 구운 바게트를 곁들인 샐러드볼 만들어 볼게요,"[샐러드볼 재료] 유로피언 샐러드적당량, 방울토마토적당량, 파프리카1/2개, 삶은달걀2개, 올리브오일적당량, 화이트 발사믹적당량, 메이플시럽적당량, 바게트4조각, 발사믹식초적당량",2.0,아무나,15.0,20241125191428,https://recipe1.ezmember.co.kr/cache/recipe/2024/11/25/ba46b0056a84c50831197e648ff15e471.jpg
7040331,참치배추전 (배춧잎이 냉장고에 떠돌아다닐 때 먹는 배추전),참치배추전,33699401,모메존,34,0,1,찜,영양식,채소류,메인반찬,가끔 배춧잎이 냉장고에 떠돌아다닐 때 배추처리용 레시피 입니다.,"[재료] 참치50g, 양파1/2개, 배추8장, 계란1개, 두부1/2모, 소금적당히, 후추적당히, 케첩적당히, 양념 간장적당히",1.0,초급,30.0,20241211000933,https://recipe1.ezmember.co.kr/cache/recipe/2024/12/10/4bc91ab825363c5658ebb468e684c2761.jpg
